id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
29352,0.0,0.0,0.0,0.01,0.07,0.44,0.64
29353,0.22,0.0,0.0,0.02,0.03,0.32,0.63
29354,0.07,0.0,0.0,0.0,0.01,0.72,0.3
29355,0.08,0.0,0.0,0.0,0.0,0.29,0.49
29356,0.0,0.0,0.96,0.0,0.0,0.0,0.04
29357,0.05,0.17,0.0,0.0,0.0,0.47,0.22
29358,0.0,0.12,0.07,0.09,0.04,0.22,0.4
29359,0.0,0.0,0.92,0.0,0.0,0.0,0.08
29360,0.0,0.03,0.0,0.0,0.0,0.52,0.44
29361,0.1,0.01,0.0,0.0,0.02,0.16,0.41
29362,0.04,0.0,0.01,0.0,0.01,0.32,0.37
29363,0.0,0.01,0.02,0.0,0.0,0.42,0.54
29364,0.02,0.0,0.0,0.0,0.0,0.65,0.44
29365,0.22,0.05,0.05,0.0,0.09,0.41,0.42
29366,0.16,0.03,0.0,0.0,0.01,0.35,0.49
29367,0.01,0.01,0.0,0.0,0.02,0.34,0.55
29368,0.47,0.01,0.01,0.02,0.0,0.32,0.32
29369,0.04,0.0,0.0,0.0,0.01,0.42,0.63
29370,0.09,0.65,0.01,0.0,0.0,0.32,0.16
29371,0.06,0.05,0.12,0.0,0.06,0.07,0.21
29372,0.08,0.03,0.0,0.0,0.32,0.05,0.51
29373,0.23,0.09,0.0,0.0,0.0,0.4,0.5
29374,0.0,0.04,0.01,0.0,0.01,0.48,0.72
29375,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29376,0.03,0.02,0.0,0.0,0.09,0.28,0.34
29377,0.06,0.01,0.0,0.0,0.0,0.46,0.27
29378,0.06,0.02,0.0,0.0,0.0,0.66,0.5
29379,0.11,0.0,0.0,0.0,0.05,0.4,0.4
29380,0.0,0.04,0.0,0.0,0.0,0.31,0.48
29381,0.14,0.02,0.0,0.0,0.02,0.29,0.62
29382,0.22,0.06,0.22,0.0,0.17,0.08,0.36
29383,0.0,0.08,0.0,0.01,0.0,0.6,0.23
29384,0.0,0.0,0.0,0.0,0.01,0.5,0.37
29385,0.36,0.01,0.0,0.0,0.05,0.18,0.28
29386,0.0,0.0,0.0,0.82,0.0,0.0,0.16
29387,0.0,0.0,0.0,0.8,0.0,0.01,0.15
29388,0.0,0.0,0.92,0.0,0.0,0.0,0.04
29389,0.03,0.0,0.0,0.36,0.01,0.08,0.24
29390,0.01,0.0,0.05,0.0,0.0,0.37,0.42
29391,0.0,0.01,0.0,0.02,0.01,0.37,0.51
29392,0.08,0.01,0.0,0.0,0.0,0.49,0.18
29393,0.0,0.1,0.0,0.0,0.01,0.37,0.35
29394,0.0,0.0,0.63,0.0,0.0,0.0,0.25
29395,0.0,0.0,0.0,0.16,0.05,0.11,0.67
29396,0.0,0.01,0.0,0.0,0.0,0.66,0.35
29397,0.14,0.61,0.04,0.0,0.05,0.09,0.33
29398,0.0,0.0,0.89,0.0,0.0,0.0,0.11
29399,0.0,0.0,0.0,0.8,0.0,0.0,0.16
29400,0.33,0.16,0.02,0.0,0.06,0.13,0.5
29401,0.35,0.08,0.29,0.0,0.28,0.26,0.48
29402,0.01,0.42,0.1,0.01,0.01,0.44,0.26
29403,0.08,0.0,0.0,0.0,0.01,0.46,0.39
29404,0.26,0.01,0.0,0.0,0.13,0.16,0.51
29405,0.01,0.85,0.0,0.0,0.01,0.05,0.24
29406,0.39,0.01,0.0,0.0,0.01,0.47,0.25
29407,0.08,0.08,0.05,0.0,0.03,0.11,0.47
29408,0.0,0.35,0.01,0.0,0.03,0.28,0.46
29409,0.02,0.14,0.28,0.01,0.11,0.26,0.59
29410,0.17,0.0,0.0,0.0,0.03,0.09,0.62
29411,0.08,0.0,0.0,0.01,0.02,0.15,0.44
29412,0.01,0.03,0.28,0.0,0.1,0.06,0.33
29413,0.35,0.02,0.0,0.0,0.0,0.45,0.43
29414,0.19,0.04,0.0,0.0,0.15,0.14,0.33
29415,0.01,0.7,0.0,0.0,0.0,0.19,0.21
29416,0.09,0.01,0.0,0.0,0.0,0.26,0.52
29417,0.03,0.34,0.0,0.0,0.0,0.46,0.27
29418,0.0,0.0,0.8,0.0,0.0,0.0,0.16
29419,0.0,0.0,0.94,0.0,0.0,0.0,0.07
29420,0.0,0.01,0.0,0.02,0.03,0.32,0.65
29421,0.0,0.0,0.91,0.0,0.0,0.0,0.05
29422,0.0,0.04,0.0,0.0,0.0,0.37,0.43
29423,0.01,0.04,0.0,0.0,0.0,0.34,0.55
29424,0.05,0.0,0.0,0.0,0.0,0.44,0.32
29425,0.0,0.01,0.74,0.0,0.03,0.03,0.11
29426,0.18,0.59,0.0,0.0,0.0,0.2,0.27
29427,0.11,0.0,0.08,0.0,0.02,0.24,0.39
29428,0.24,0.01,0.0,0.0,0.21,0.38,0.26
29429,0.01,0.0,0.85,0.0,0.0,0.01,0.17
29430,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29431,0.2,0.03,0.11,0.0,0.03,0.17,0.65
29432,0.41,0.03,0.0,0.0,0.48,0.03,0.36
29433,0.0,0.02,0.0,0.0,0.0,0.35,0.61
29434,0.5,0.0,0.01,0.0,0.02,0.08,0.34
29435,0.31,0.02,0.01,0.0,0.01,0.24,0.47
29436,0.0,0.0,0.99,0.0,0.0,0.0,0.03
29437,0.0,0.0,0.0,0.02,0.02,0.45,0.43
29438,0.36,0.0,0.04,0.0,0.06,0.24,0.34
29439,0.0,0.0,0.0,0.0,0.0,0.58,0.34
29440,0.01,0.05,0.0,0.0,0.09,0.28,0.64
29441,0.2,0.15,0.0,0.0,0.04,0.23,0.46
29442,0.21,0.01,0.0,0.0,0.0,0.28,0.26
29443,0.01,0.0,0.0,0.0,0.0,0.54,0.28
29444,0.02,0.01,0.01,0.0,0.01,0.34,0.28
29445,0.16,0.48,0.0,0.0,0.0,0.25,0.18
29446,0.04,0.34,0.0,0.18,0.0,0.35,0.32
29447,0.11,0.56,0.07,0.0,0.03,0.23,0.49
29448,0.35,0.01,0.0,0.0,0.16,0.06,0.33
29449,0.3,0.02,0.28,0.0,0.12,0.13,0.31
29450,0.12,0.0,0.0,0.0,0.0,0.27,0.39
29451,0.02,0.08,0.3,0.0,0.03,0.22,0.45
29452,0.24,0.05,0.0,0.0,0.0,0.29,0.3
29453,0.0,0.78,0.01,0.0,0.02,0.09,0.25
29454,0.01,0.0,0.0,0.0,0.0,0.6,0.34
29455,0.15,0.03,0.0,0.0,0.0,0.36,0.45
29456,0.09,0.11,0.0,0.0,0.01,0.52,0.28
29457,0.0,0.0,0.94,0.0,0.0,0.0,0.03
29458,0.14,0.14,0.03,0.0,0.02,0.29,0.27
29459,0.01,0.23,0.0,0.0,0.0,0.21,0.68
29460,0.04,0.0,0.63,0.01,0.03,0.06,0.27
29461,0.01,0.0,0.61,0.0,0.01,0.07,0.35
29462,0.02,0.01,0.01,0.0,0.0,0.37,0.58
29463,0.04,0.02,0.0,0.0,0.0,0.51,0.49
29464,0.08,0.0,0.0,0.1,0.06,0.37,0.42
29465,0.11,0.02,0.03,0.0,0.09,0.14,0.46
29466,0.04,0.03,0.0,0.0,0.0,0.25,0.63
29467,0.01,0.01,0.0,0.0,0.0,0.55,0.3
29468,0.01,0.07,0.48,0.0,0.0,0.04,0.43
29469,0.23,0.0,0.0,0.0,0.01,0.26,0.37
29470,0.08,0.01,0.0,0.0,0.04,0.22,0.36
29471,0.1,0.0,0.0,0.61,0.08,0.03,0.13
29472,0.0,0.0,0.0,0.3,0.06,0.16,0.24
29473,0.2,0.01,0.0,0.0,0.04,0.33,0.43
29474,0.06,0.02,0.03,0.0,0.03,0.29,0.65
29475,0.0,0.0,0.99,0.0,0.0,0.0,0.03
29476,0.25,0.09,0.01,0.0,0.08,0.31,0.34
29477,0.02,0.01,0.0,0.0,0.0,0.72,0.38
29478,0.06,0.0,0.37,0.0,0.05,0.11,0.39
29479,0.0,0.0,0.02,0.01,0.0,0.32,0.68
29480,0.02,0.06,0.09,0.01,0.01,0.27,0.35
29481,0.12,0.68,0.01,0.0,0.04,0.07,0.43
29482,0.07,0.0,0.0,0.01,0.07,0.36,0.48
29483,0.0,0.01,0.8,0.0,0.02,0.0,0.17
29484,0.0,0.01,0.96,0.0,0.0,0.0,0.02
29485,0.24,0.01,0.0,0.0,0.03,0.28,0.58
29486,0.01,0.01,0.03,0.0,0.02,0.3,0.55
29487,0.25,0.05,0.0,0.0,0.0,0.25,0.35
29488,0.0,0.49,0.0,0.0,0.0,0.42,0.21
29489,0.0,0.09,0.0,0.0,0.0,0.46,0.3
29490,0.03,0.03,0.05,0.0,0.01,0.35,0.39
29491,0.39,0.03,0.0,0.0,0.01,0.18,0.48
29492,0.03,0.0,0.0,0.0,0.01,0.67,0.39
29493,0.11,0.04,0.0,0.0,0.01,0.31,0.62
29494,0.23,0.0,0.0,0.0,0.01,0.35,0.39
29495,0.01,0.03,0.03,0.0,0.0,0.46,0.42
29496,0.29,0.01,0.0,0.04,0.08,0.28,0.61
29497,0.17,0.0,0.0,0.0,0.01,0.57,0.22
29498,0.02,0.22,0.0,0.0,0.01,0.28,0.37
29499,0.0,0.0,0.94,0.0,0.0,0.0,0.02
29500,0.0,0.0,0.95,0.0,0.0,0.0,0.04
29501,0.54,0.02,0.07,0.0,0.0,0.23,0.36
29502,0.01,0.0,0.0,0.05,0.03,0.27,0.5
29503,0.04,0.0,0.0,0.0,0.01,0.53,0.36
29504,0.05,0.07,0.03,0.0,0.02,0.28,0.31
29505,0.0,0.58,0.0,0.0,0.0,0.12,0.24
29506,0.0,0.04,0.01,0.0,0.02,0.44,0.34
29507,0.18,0.05,0.0,0.0,0.09,0.19,0.48
29508,0.06,0.07,0.04,0.0,0.04,0.43,0.51
29509,0.04,0.06,0.1,0.13,0.02,0.28,0.51
29510,0.11,0.0,0.24,0.01,0.04,0.37,0.46
29511,0.09,0.04,0.09,0.0,0.01,0.26,0.52
29512,0.03,0.06,0.0,0.0,0.0,0.54,0.4
29513,0.0,0.04,0.07,0.0,0.01,0.26,0.51
29514,0.21,0.02,0.02,0.0,0.2,0.1,0.49
29515,0.18,0.01,0.0,0.0,0.0,0.28,0.59
29516,0.17,0.04,0.0,0.0,0.02,0.34,0.28
29517,0.0,0.16,0.1,0.0,0.0,0.37,0.6
29518,0.0,0.0,0.96,0.0,0.0,0.0,0.06
29519,0.02,0.18,0.0,0.0,0.0,0.61,0.24
29520,0.0,0.0,0.95,0.0,0.0,0.0,0.05
29521,0.07,0.01,0.0,0.0,0.01,0.42,0.52
29522,0.01,0.25,0.2,0.01,0.02,0.42,0.46
29523,0.0,0.0,0.98,0.0,0.0,0.0,0.01
29524,0.05,0.49,0.0,0.0,0.01,0.2,0.25
29525,0.01,0.0,0.79,0.0,0.0,0.0,0.26
29526,0.11,0.01,0.0,0.0,0.1,0.33,0.52
29527,0.0,0.0,0.92,0.0,0.0,0.0,0.06
29528,0.12,0.0,0.69,0.01,0.01,0.18,0.18
29529,0.02,0.08,0.01,0.02,0.02,0.44,0.44
29530,0.23,0.0,0.0,0.0,0.01,0.22,0.24
29531,0.03,0.03,0.85,0.0,0.01,0.01,0.19
29532,0.0,0.0,0.96,0.0,0.0,0.0,0.02
29533,0.0,0.0,0.73,0.0,0.0,0.01,0.1
29534,0.0,0.06,0.0,0.05,0.04,0.44,0.53
29535,0.18,0.0,0.0,0.0,0.0,0.59,0.41
29536,0.0,0.02,0.0,0.02,0.06,0.3,0.34
29537,0.22,0.0,0.0,0.0,0.07,0.05,0.47
29538,0.02,0.0,0.0,0.0,0.0,0.84,0.03
29539,0.0,0.0,0.95,0.0,0.0,0.0,0.09
29540,0.28,0.01,0.02,0.0,0.0,0.23,0.28
29541,0.0,0.0,0.91,0.0,0.0,0.0,0.05
29542,0.0,0.24,0.03,0.0,0.01,0.39,0.39
29543,0.0,0.0,0.99,0.0,0.0,0.0,0.03
29544,0.0,0.0,0.0,0.0,0.0,0.54,0.49
29545,0.0,0.01,0.91,0.0,0.0,0.0,0.12
29546,0.0,0.08,0.0,0.07,0.09,0.47,0.49
29547,0.04,0.0,0.0,0.0,0.0,0.48,0.36
29548,0.18,0.05,0.0,0.03,0.06,0.32,0.66
29549,0.0,0.0,0.92,0.0,0.0,0.0,0.04
29550,0.27,0.0,0.0,0.0,0.01,0.23,0.52
29551,0.0,0.0,0.0,0.07,0.07,0.32,0.5
29552,0.05,0.34,0.0,0.0,0.0,0.42,0.29
29553,0.0,0.71,0.0,0.0,0.02,0.16,0.25
29554,0.31,0.0,0.0,0.0,0.0,0.72,0.18
29555,0.03,0.01,0.92,0.0,0.02,0.0,0.11
29556,0.04,0.2,0.0,0.0,0.01,0.34,0.37
29557,0.0,0.08,0.04,0.0,0.01,0.36,0.36
29558,0.0,0.0,0.86,0.0,0.0,0.0,0.14
29559,0.16,0.01,0.0,0.0,0.03,0.22,0.44
29560,0.0,0.01,0.0,0.0,0.0,0.5,0.55
29561,0.0,0.03,0.15,0.0,0.0,0.32,0.38
29562,0.0,0.0,0.99,0.0,0.0,0.0,0.05
29563,0.0,0.0,0.77,0.0,0.0,0.0,0.26
29564,0.0,0.01,0.01,0.43,0.01,0.03,0.46
29565,0.16,0.14,0.0,0.0,0.08,0.17,0.5
29566,0.05,0.0,0.0,0.0,0.0,0.62,0.2
29567,0.03,0.0,0.51,0.01,0.02,0.18,0.35
29568,0.1,0.0,0.0,0.0,0.01,0.18,0.58
29569,0.03,0.01,0.0,0.0,0.05,0.44,0.53
29570,0.22,0.19,0.01,0.0,0.2,0.19,0.43
29571,0.04,0.02,0.01,0.0,0.0,0.41,0.5
29572,0.06,0.01,0.0,0.0,0.0,0.43,0.34
29573,0.35,0.18,0.0,0.0,0.07,0.21,0.27
29574,0.07,0.0,0.01,0.0,0.0,0.4,0.34
29575,0.0,0.0,0.21,0.17,0.03,0.15,0.31
29576,0.0,0.0,0.96,0.0,0.0,0.0,0.01
29577,0.03,0.01,0.0,0.0,0.03,0.32,0.56
29578,0.0,0.0,0.99,0.0,0.0,0.0,0.02
29579,0.04,0.01,0.1,0.0,0.11,0.13,0.31
29580,0.08,0.01,0.0,0.0,0.09,0.22,0.37
29581,0.03,0.01,0.0,0.77,0.02,0.0,0.24
29582,0.0,0.0,0.93,0.0,0.0,0.0,0.12
29583,0.02,0.0,0.1,0.15,0.01,0.23,0.46
29584,0.08,0.01,0.0,0.0,0.01,0.32,0.52
29585,0.0,0.0,0.0,0.0,0.0,0.63,0.38
29586,0.05,0.03,0.12,0.0,0.08,0.25,0.44
29587,0.0,0.0,0.93,0.0,0.0,0.0,0.11
29588,0.22,0.03,0.01,0.0,0.05,0.05,0.65
29589,0.02,0.0,0.0,0.11,0.05,0.51,0.32
29590,0.02,0.0,0.02,0.0,0.01,0.59,0.14
29591,0.0,0.02,0.0,0.0,0.0,0.43,0.31
29592,0.0,0.0,0.0,0.01,0.0,0.54,0.37
29593,0.34,0.03,0.0,0.0,0.0,0.25,0.53
29594,0.0,0.0,0.79,0.0,0.0,0.01,0.07
29595,0.02,0.37,0.01,0.0,0.01,0.28,0.43
29596,0.52,0.02,0.0,0.0,0.02,0.06,0.19
29597,0.15,0.01,0.0,0.0,0.0,0.54,0.31
29598,0.07,0.0,0.0,0.0,0.0,0.51,0.42
29599,0.11,0.09,0.0,0.07,0.07,0.29,0.49
29600,0.0,0.13,0.16,0.0,0.01,0.21,0.33
29601,0.08,0.18,0.04,0.0,0.0,0.34,0.36
29602,0.0,0.0,0.97,0.0,0.0,0.0,0.01
29603,0.03,0.0,0.0,0.0,0.0,0.75,0.24
29604,0.26,0.01,0.04,0.0,0.03,0.12,0.25
29605,0.01,0.0,0.0,0.0,0.02,0.45,0.45
29606,0.0,0.0,0.96,0.0,0.0,0.0,0.03
29607,0.06,0.0,0.0,0.0,0.0,0.51,0.48
29608,0.05,0.06,0.0,0.0,0.1,0.34,0.34
29609,0.0,0.05,0.07,0.05,0.01,0.26,0.47
29610,0.0,0.0,0.85,0.0,0.0,0.0,0.11
29611,0.26,0.28,0.0,0.04,0.0,0.4,0.32
29612,0.09,0.0,0.0,0.0,0.05,0.16,0.55
29613,0.0,0.01,0.0,0.0,0.0,0.61,0.39
29614,0.0,0.0,0.74,0.0,0.0,0.0,0.24
29615,0.06,0.17,0.03,0.0,0.35,0.15,0.29
29616,0.0,0.0,0.91,0.0,0.0,0.0,0.1
29617,0.08,0.01,0.02,0.0,0.02,0.28,0.57
29618,0.02,0.0,0.0,0.84,0.0,0.0,0.11
29619,0.0,0.01,0.0,0.0,0.03,0.45,0.37
29620,0.06,0.0,0.03,0.0,0.0,0.42,0.44
29621,0.0,0.0,0.0,0.0,0.0,0.57,0.37
29622,0.0,0.0,0.79,0.0,0.0,0.0,0.14
29623,0.0,0.0,0.82,0.0,0.0,0.0,0.11
29624,0.02,0.01,0.0,0.0,0.01,0.55,0.48
29625,0.12,0.15,0.06,0.0,0.12,0.27,0.46
29626,0.35,0.0,0.0,0.0,0.01,0.05,0.61
29627,0.17,0.02,0.04,0.01,0.25,0.16,0.49
29628,0.03,0.0,0.0,0.0,0.01,0.48,0.42
29629,0.09,0.16,0.05,0.02,0.05,0.3,0.35
29630,0.0,0.0,0.0,0.0,0.0,0.25,0.76
29631,0.15,0.1,0.03,0.0,0.03,0.38,0.46
29632,0.0,0.08,0.0,0.0,0.0,0.33,0.46
29633,0.01,0.01,0.0,0.0,0.01,0.47,0.25
29634,0.02,0.0,0.0,0.0,0.0,0.53,0.5
29635,0.0,0.01,0.05,0.0,0.01,0.35,0.52
29636,0.01,0.03,0.0,0.0,0.02,0.48,0.47
29637,0.17,0.0,0.0,0.0,0.0,0.36,0.43
29638,0.2,0.02,0.05,0.0,0.04,0.22,0.41
29639,0.0,0.02,0.02,0.0,0.0,0.28,0.55
29640,0.0,0.71,0.0,0.0,0.0,0.1,0.18
29641,0.12,0.45,0.0,0.0,0.03,0.25,0.41
29642,0.02,0.01,0.0,0.01,0.01,0.33,0.63
29643,0.06,0.01,0.06,0.02,0.04,0.25,0.31
29644,0.13,0.02,0.35,0.0,0.04,0.37,0.52
29645,0.35,0.03,0.0,0.0,0.25,0.1,0.41
29646,0.08,0.0,0.0,0.0,0.0,0.46,0.42
29647,0.26,0.05,0.13,0.0,0.1,0.04,0.4
29648,0.0,0.02,0.06,0.01,0.0,0.4,0.67
29649,0.35,0.15,0.05,0.0,0.04,0.2,0.36
29650,0.01,0.03,0.0,0.0,0.04,0.46,0.43
29651,0.01,0.0,0.0,0.0,0.0,0.78,0.22
29652,0.03,0.0,0.02,0.12,0.0,0.38,0.3
29653,0.01,0.04,0.06,0.0,0.0,0.23,0.47
29654,0.02,0.07,0.0,0.0,0.02,0.41,0.3
29655,0.0,0.0,0.94,0.0,0.0,0.0,0.0
29656,0.02,0.01,0.01,0.0,0.01,0.47,0.4
29657,0.13,0.17,0.01,0.0,0.0,0.44,0.33
29658,0.06,0.01,0.09,0.0,0.05,0.36,0.37
29659,0.31,0.0,0.0,0.0,0.0,0.24,0.47
29660,0.01,0.05,0.01,0.01,0.01,0.38,0.54
29661,0.33,0.0,0.0,0.0,0.02,0.16,0.47
29662,0.0,0.0,0.86,0.0,0.0,0.0,0.07
29663,0.0,0.0,0.0,0.03,0.0,0.37,0.37
29664,0.0,0.0,0.92,0.0,0.0,0.0,0.06
29665,0.01,0.01,0.0,0.0,0.0,0.52,0.39
29666,0.0,0.01,0.04,0.12,0.0,0.11,0.44
29667,0.0,0.0,0.86,0.0,0.0,0.0,0.15
29668,0.35,0.01,0.0,0.0,0.02,0.18,0.46
29669,0.25,0.0,0.0,0.0,0.01,0.54,0.34
29670,0.0,0.0,0.13,0.0,0.01,0.19,0.64
29671,0.03,0.0,0.0,0.66,0.04,0.03,0.12
29672,0.11,0.05,0.01,0.0,0.02,0.5,0.35
29673,0.25,0.01,0.01,0.0,0.08,0.09,0.52
29674,0.08,0.0,0.0,0.0,0.0,0.55,0.25
29675,0.08,0.0,0.0,0.0,0.0,0.59,0.18
29676,0.25,0.03,0.01,0.0,0.16,0.07,0.29
29677,0.22,0.13,0.03,0.0,0.29,0.15,0.48
29678,0.03,0.0,0.0,0.0,0.01,0.34,0.47
29679,0.04,0.01,0.01,0.0,0.0,0.37,0.54
29680,0.11,0.43,0.0,0.0,0.03,0.37,0.39
29681,0.0,0.0,0.98,0.0,0.0,0.0,0.04
29682,0.0,0.01,0.0,0.0,0.0,0.45,0.47
29683,0.08,0.02,0.06,0.0,0.05,0.34,0.26
29684,0.28,0.02,0.41,0.0,0.1,0.08,0.27
29685,0.0,0.0,0.96,0.0,0.0,0.0,0.01
29686,0.34,0.02,0.0,0.0,0.0,0.2,0.35
29687,0.07,0.06,0.0,0.0,0.08,0.14,0.4
29688,0.0,0.0,0.99,0.0,0.0,0.0,0.0
29689,0.08,0.01,0.02,0.0,0.1,0.35,0.45
29690,0.0,0.0,0.97,0.0,0.0,0.0,0.0
29691,0.0,0.0,0.99,0.0,0.0,0.0,0.01
29692,0.0,0.02,0.91,0.0,0.0,0.0,0.19
29693,0.0,0.0,0.85,0.0,0.0,0.0,0.1
29694,0.0,0.0,0.0,0.91,0.0,0.0,0.08
29695,0.1,0.15,0.07,0.0,0.14,0.25,0.42
29696,0.14,0.0,0.03,0.0,0.06,0.31,0.43
29697,0.06,0.0,0.0,0.0,0.0,0.33,0.33
29698,0.0,0.0,0.99,0.0,0.0,0.0,0.05
29699,0.0,0.05,0.04,0.0,0.0,0.47,0.4
29700,0.11,0.02,0.02,0.0,0.1,0.1,0.41
29701,0.16,0.08,0.0,0.0,0.02,0.42,0.59
29702,0.0,0.06,0.01,0.02,0.03,0.42,0.55
29703,0.57,0.0,0.0,0.0,0.04,0.1,0.32
29704,0.46,0.07,0.12,0.0,0.34,0.1,0.27
29705,0.22,0.0,0.52,0.03,0.05,0.05,0.27
29706,0.0,0.0,0.93,0.0,0.0,0.0,0.05
29707,0.29,0.12,0.0,0.0,0.03,0.11,0.29
29708,0.24,0.01,0.0,0.0,0.02,0.42,0.44
29709,0.01,0.04,0.24,0.0,0.0,0.36,0.37
29710,0.16,0.0,0.0,0.0,0.0,0.51,0.24
29711,0.14,0.15,0.03,0.0,0.03,0.28,0.48
29712,0.08,0.04,0.0,0.0,0.08,0.23,0.78
29713,0.21,0.03,0.01,0.02,0.06,0.22,0.53
29714,0.3,0.01,0.0,0.0,0.01,0.21,0.46
29715,0.01,0.01,0.0,0.0,0.0,0.56,0.25
29716,0.15,0.0,0.05,0.0,0.06,0.26,0.39
29717,0.07,0.0,0.0,0.0,0.0,0.37,0.58
29718,0.06,0.04,0.06,0.0,0.08,0.22,0.39
29719,0.0,0.03,0.27,0.0,0.01,0.32,0.45
29720,0.04,0.0,0.0,0.0,0.02,0.33,0.47
29721,0.12,0.02,0.11,0.0,0.01,0.43,0.3
29722,0.17,0.03,0.0,0.07,0.02,0.4,0.32
29723,0.28,0.01,0.0,0.0,0.0,0.36,0.34
29724,0.0,0.07,0.01,0.0,0.0,0.47,0.27
29725,0.15,0.0,0.0,0.02,0.0,0.64,0.19
29726,0.0,0.0,0.0,0.0,0.01,0.51,0.41
29727,0.02,0.23,0.0,0.0,0.0,0.25,0.46
29728,0.12,0.01,0.0,0.0,0.01,0.49,0.34
29729,0.05,0.0,0.0,0.0,0.0,0.5,0.32
29730,0.0,0.04,0.21,0.0,0.0,0.0,0.51
29731,0.0,0.0,0.87,0.0,0.0,0.0,0.12
29732,0.12,0.01,0.0,0.0,0.0,0.49,0.47
29733,0.02,0.02,0.0,0.0,0.0,0.38,0.5
29734,0.47,0.0,0.0,0.0,0.02,0.08,0.32
29735,0.07,0.0,0.0,0.0,0.08,0.28,0.62
29736,0.0,0.25,0.06,0.0,0.02,0.39,0.37
29737,0.0,0.07,0.63,0.01,0.0,0.15,0.34
29738,0.0,0.05,0.0,0.01,0.0,0.42,0.62
29739,0.0,0.02,0.0,0.0,0.02,0.7,0.39
29740,0.0,0.0,0.85,0.0,0.0,0.0,0.04
29741,0.33,0.02,0.0,0.0,0.01,0.29,0.38
29742,0.04,0.0,0.0,0.86,0.02,0.02,0.19
29743,0.03,0.0,0.0,0.08,0.02,0.45,0.38
29744,0.06,0.12,0.0,0.03,0.06,0.4,0.44
29745,0.0,0.03,0.15,0.0,0.0,0.21,0.35
29746,0.03,0.22,0.0,0.0,0.03,0.46,0.26
29747,0.01,0.72,0.0,0.0,0.0,0.17,0.19
29748,0.04,0.54,0.0,0.0,0.02,0.36,0.2
29749,0.0,0.1,0.0,0.0,0.0,0.59,0.28
29750,0.1,0.0,0.0,0.0,0.0,0.57,0.28
29751,0.02,0.03,0.0,0.0,0.01,0.51,0.33
29752,0.0,0.0,1.0,0.0,0.0,0.0,0.04
29753,0.0,0.03,0.8,0.0,0.0,0.01,0.15
29754,0.01,0.53,0.0,0.0,0.03,0.13,0.35
29755,0.22,0.0,0.0,0.0,0.03,0.29,0.39
29756,0.0,0.0,0.94,0.0,0.0,0.0,0.07
29757,0.0,0.02,0.0,0.01,0.01,0.54,0.36
29758,0.14,0.0,0.0,0.01,0.12,0.23,0.68
29759,0.3,0.0,0.0,0.0,0.13,0.06,0.59
29760,0.0,0.13,0.0,0.0,0.01,0.43,0.33
29761,0.02,0.03,0.0,0.0,0.04,0.63,0.33
29762,0.0,0.02,0.06,0.04,0.0,0.27,0.44
29763,0.23,0.05,0.0,0.0,0.0,0.36,0.46
29764,0.06,0.07,0.41,0.0,0.0,0.09,0.26
29765,0.13,0.13,0.0,0.0,0.01,0.35,0.61
29766,0.1,0.02,0.0,0.0,0.02,0.17,0.65
29767,0.24,0.01,0.0,0.0,0.0,0.33,0.51
29768,0.01,0.0,0.55,0.0,0.0,0.05,0.38
29769,0.35,0.02,0.01,0.16,0.14,0.34,0.4
29770,0.0,0.0,0.93,0.0,0.0,0.0,0.06
29771,0.06,0.03,0.0,0.0,0.04,0.22,0.34
29772,0.11,0.02,0.09,0.0,0.01,0.32,0.36
29773,0.13,0.0,0.0,0.0,0.05,0.21,0.7
29774,0.22,0.12,0.04,0.0,0.38,0.21,0.48
29775,0.0,0.04,0.0,0.0,0.0,0.56,0.38
29776,0.0,0.0,0.0,0.0,0.01,0.52,0.52
29777,0.26,0.0,0.0,0.0,0.0,0.63,0.2
29778,0.0,0.05,0.11,0.0,0.01,0.11,0.36
29779,0.13,0.0,0.01,0.25,0.12,0.34,0.34
29780,0.13,0.0,0.0,0.0,0.02,0.31,0.49
29781,0.0,0.11,0.35,0.0,0.01,0.28,0.31
29782,0.24,0.36,0.0,0.0,0.02,0.31,0.16
29783,0.0,0.0,0.92,0.0,0.0,0.0,0.03
29784,0.0,0.01,0.5,0.0,0.0,0.05,0.19
29785,0.0,0.1,0.1,0.0,0.05,0.35,0.23
29786,0.0,0.2,0.15,0.01,0.01,0.34,0.35
29787,0.0,0.0,0.91,0.0,0.0,0.0,0.04
29788,0.28,0.0,0.02,0.0,0.01,0.25,0.47
29789,0.02,0.0,0.0,0.0,0.01,0.56,0.29
29790,0.02,0.01,0.0,0.0,0.0,0.62,0.36
29791,0.13,0.58,0.0,0.01,0.01,0.19,0.12
29792,0.01,0.0,0.0,0.06,0.0,0.52,0.3
29793,0.0,0.01,0.0,0.06,0.03,0.17,0.31
29794,0.07,0.08,0.18,0.0,0.25,0.16,0.42
29795,0.0,0.32,0.0,0.0,0.01,0.34,0.41
29796,0.01,0.0,0.0,0.0,0.0,0.49,0.34
29797,0.0,0.01,0.0,0.0,0.0,0.63,0.45
29798,0.28,0.05,0.0,0.0,0.05,0.3,0.43
29799,0.0,0.01,0.01,0.0,0.0,0.4,0.62
29800,0.0,0.0,0.95,0.0,0.0,0.0,0.0
29801,0.0,0.0,0.01,0.0,0.01,0.32,0.5
